stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
6984,56919,22ND STREET STN BAY 7,22ND ST STATION @ BAY 7,49.199633,-122.949901,ZN 2, ,0,
2386,52362,WB EWEN AV FS HOWES ST,EWEN AVE @ HOWES ST,49.186087,-122.947258,ZN 2, ,0,
2387,52363,WB EWEN AV FS JARDINE ST,EWEN AVE @ JARDINE ST,49.185056,-122.949777,ZN 2, ,0,
2388,52364,WB EWEN AV FS GIFFORD ST,EWEN AVE @ GIFFORD ST,49.184099,-122.952021,ZN 2, ,0,
2389,52365,WB EWEN AV FS HUME ST,EWEN AVE @ HUME ST,49.182363,-122.956140,ZN 2, ,0,
2390,52366,WB WESTMINSTER HWY FS BOUNDARY RD,WESTMINSTER HWY @ BOUNDARY RD,49.183781,-122.957657,ZN 2, ,0,
2391,52367,WB WESTMINSTER HWY FS SMITH CRES,WESTMINSTER HWY @ SMITH CRES,49.181626,-122.964904,ZN 2, ,0,
2393,52369,WB WESTMINSTER HWY AT WILLETT AV,WESTMINSTER HWY @ WILLETT AVE,49.179681,-122.967142,ZN 2, ,0,
6985,56920,WB WESTMINSTER HWY NS GILLEY RD,WESTMINSTER HWY @ GILLEY RD,49.177531,-122.968404,ZN 2, ,0,
6987,56922,WB WESTMINSTER HWY NS HWY 91,WESTMINSTER HWY @ HIGHWAY 91,49.170933,-122.972383,ZN 2, ,0,
6963,56898,NB NO. 6 RD FS WESTMINSTER HWY,NO 6 RD @ WESTMINSTER HWY,49.170797,-123.069082,ZN 2, ,0,
6964,56899,NB NO. 6 RD FS INTERNATIONAL PL,NO 6 RD @ INTERNATIONAL PL,49.173842,-123.069082,ZN 2, ,0,
6965,56900,NB NO. 6 RD FS COMMERCE PKY,NO 6 RD @ COMMERCE PKY,49.176622,-123.069059,ZN 2, ,0,
6988,56923,NB NO. 6 RD AT MAYCREST WAY,NO 6 RD @ MAYCREST WAY,49.179628,-123.069049,ZN 2, ,0,
6989,56924,NB NO. 6 RD AT MAYFIELD PL,NO 6 RD @ MAYFIELD PL,49.181714,-123.069034,ZN 2, ,0,
6991,56926,WB CAMBIE RD FS VIKING WAY,CAMBIE RD @ VIKING WAY,49.184718,-123.073695,ZN 2, ,0,
6993,56928,WB CAMBIE RD AT 12300 BLOCK,CAMBIE RD @ 12300 BLOCK,49.184648,-123.085958,ZN 2, ,0,
6994,56929,WB CAMBIE RD FS NO. 5 RD,CAMBIE RD @ NO 5 RD,49.184658,-123.091941,ZN 2, ,0,
6995,56930,WB CAMBIE RD FS BARGEN DR,CAMBIE RD @ BARGEN DR,49.184670,-123.097356,ZN 2, ,0,
6996,56931,WB CAMBIE RD FS VANGUARD RD,CAMBIE RD @ VANGUARD RD,49.184669,-123.100889,ZN 2, ,0,
6997,56932,WB CAMBIE RD FS SHELL RD,CAMBIE RD @ SHELL RD,49.184653,-123.103163,ZN 2, ,0,
6998,56933,WB CAMBIE RD AT 10200 BLOCK,CAMBIE RD @ 10200 BLOCK,49.184692,-123.109775,ZN 2, ,0,
6999,56934,WB CAMBIE RD FS NO. 4 RD,CAMBIE RD @ NO 4 RD,49.184730,-123.114385,ZN 2, ,0,
7000,56935,WB CAMBIE RD FS STOLBERG ST,CAMBIE RD @ STOLBERG ST,49.184749,-123.120165,ZN 2, ,0,
7001,56936,WB CAMBIE RD NS GARDEN CITY RD,CAMBIE RD @ GARDEN CITY RD,49.184745,-123.124212,ZN 2, ,0,
6623,56562,WB CAMBIE RD FS SEXSMITH RD,CAMBIE RD @ SEXSMITH RD,49.184768,-123.128571,ZN 2, ,0,
6624,56563,WB CAMBIE RD FS HAZELBRIDGE WAY,CAMBIE RD @ HAZELBRIDGE WAY,49.184773,-123.132849,ZN 2, ,0,
6631,56570,SB NO. 3 RD NS GRANVILLE AV,NO 3 RD @ GRANVILLE AVE,49.162948,-123.136758,ZN 2, ,0,
6841,56776,WB GRANVILLE AV FS MINORU BLVD,GRANVILLE AVE @ MINORU BLVD,49.162881,-123.140641,ZN 2, ,0,
6842,56777,WB GRANVILLE AV AT MOFFATT RD,GRANVILLE AV @ MOFFATT RD,49.162892,-123.143063,ZN 2, ,0,
6843,56778,WB GRANVILLE AV FS GILBERT RD,GRANVILLE AVE @ GILBERT RD,49.162876,-123.148178,ZN 2, ,0,
6844,56779,WB GRANVILLE AV FS AZURE GATE,GRANVILLE AVE @ AZURE GATE,49.162867,-123.153550,ZN 2, ,0,
6845,56780,WB GRANVILLE AV FS NO. 2 RD,GRANVILLE AVE @ NO 2 RD,49.162885,-123.159288,ZN 2, ,0,
6846,56781,WB GRANVILLE AV NS LEDWAY RD,GRANVILLE AVE @ LEDWAY RD,49.162894,-123.161927,ZN 2, ,0,
6847,56782,WB GRANVILLE AV FS LYNAS LANE,GRANVILLE AVE @ LYNAS LANE,49.162884,-123.164971,ZN 2, ,0,
6848,56783,SB RAILWAY AV FS GRANVILLE AV,RAILWAY AVE @ GRANVILLE AVE,49.161929,-123.169754,ZN 2, ,0,
6849,56784,SB RAILWAY AV FS LINFIELD GATE,RAILWAY AVE @ LINFIELD GATE,49.160016,-123.169943,ZN 2, ,0,
6850,56785,SB RAILWAY AV AT LANCING RD,RAILWAY AVE @ LANCING RD,49.157045,-123.169948,ZN 2, ,0,
6851,56786,SB RAILWAY AV FS BLUNDELL RD,RAILWAY AVE @ BLUNDELL RD,49.155333,-123.169949,ZN 2, ,0,
6852,56787,SB RAILWAY AV AT COLBECK RD,RAILWAY AVE @ COLBECK RD,49.152454,-123.169941,ZN 2, ,0,
6853,56788,SB RAILWAY AV AT 8600 BLOCK,RAILWAY AVE @ 8600 BLOCK,49.150941,-123.169929,ZN 2, ,0,
6854,56789,SB RAILWAY AV FS FRANCIS RD,RAILWAY AVE @ FRANCIS RD,49.148126,-123.169922,ZN 2, ,0,
6855,56790,SB RAILWAY AV AT MAPLE RD,RAILWAY AVE @ MAPLE RD,49.146787,-123.169925,ZN 2, ,0,
6856,56791,SB RAILWAY AV FS WOODWARDS RD,RAILWAY AVE @ WOODWARDS RD,49.143899,-123.169931,ZN 2, ,0,
6857,56792,WB WILLIAMS RD FS FORTUNE AV,WILLIAMS RD @ FORTUNE AVE,49.141125,-123.176495,ZN 2, ,0,
6858,56793,WB WILLIAMS RD NS NO. 1 RD,WILLIAMS RD @ NO 1 RD,49.141119,-123.181111,ZN 2, ,0,
6859,56794,WB WILLIAMS RD FS ELKMOND RD,WILLIAMS RD @ ELKMOND RD,49.141102,-123.185967,ZN 2, ,0,
6860,56795,WB WILLIAMS RD FS STILMOND RD,WILLIAMS RD @ STILMOND RD,49.141095,-123.190552,ZN 2, ,0,
6861,56796,SB SPRINGMONT DR NS SPRINGHILL DR,SPRINGMONT DR @ SPRINGHILL DR,49.139560,-123.191866,ZN 2, ,0,
6862,56797,SB SPRINGMONT DR NS SPRINGSIDE PL,SPRINGMONT DR @ SPRINGSIDE PL,49.137269,-123.192903,ZN 2, ,0,
6863,56798,SB SPRINGMONT DR FS SPRINGMONT GATE,SPRINGMONT DR @ SPRINGMONT GATE,49.135507,-123.191564,ZN 2, ,0,
6864,56799,SB 7 AV FS STEVESTON HWY,7 AVE @ STEVESTON HWY,49.133510,-123.191900,ZN 2, ,0,
6865,56800,SB 7 AV FS REGENT ST,7 AVE @ REGENT ST,49.131743,-123.191927,ZN 2, ,0,
6866,56801,SB 7 AV FS GARRY ST,7 AVE @ GARRY ST,49.129056,-123.191933,ZN 2, ,0,
6867,56802,EB CHATHAM ST FS 7 AV,CHATHAM ST @ 7 AV,49.126361,-123.191452,ZN 2, ,0,
8617,58195,WB WILLIAMS RD FS RAILWAY AV,WILLIAMS RD @ RAILWAY AVE,49.141111,-123.170153,ZN 2, ,0,
9004,58616,WB WESTMINSTER HWY FS NELSON RD,WESTMINSTER HWY @ NELSON RD,49.169942,-123.016055,ZN 2, ,0,
8588,56566,SB NO. 3 RD AT LESLIE RD,NO 3 RD @ LESLIE RD,49.179912,-123.136814,ZN 2, ,0,
6990,56925,WB CAMBIE RD FS NO. 6 RD,CAMBIE RD @ NO 6 RD,49.184765,-123.069566,ZN 2, ,0,
10757,60858,SB FRASERWOOD PL FS WESTMINSTER HWY,FRASERWOOD PL @ WESTMINSTER HWY,49.168607,-122.983829,ZN 2, ,0,
10759,60857,WB GORDON AT 21300 BLOCK,GORDON WAY @ 21300 BLOCK,49.167483,-122.986791,ZN 2, ,0,
10758,60856,NB GRAYBAR RD NS WESTMINSTER HWY,GRAYBAR RD @ WESTMINSTER HWY,49.168401,-122.989607,ZN 2, ,0,
6992,56927,WB CAMBIE RD FS JACOMBS RD,CAMBIE RD @ JACOMBS RD,49.184635,-123.080733,ZN 2, ,0,
10612,56567,SB NO. 3 RD FS ALDERBRIDGE WAY,NO 3 RD @ ALDERBRIDGE WAY,49.177078,-123.136801,ZN 2, ,0,
6610,56549,BRIGHOUSE STN BAY 7,BRIGHOUSE STN @ BAY 7,49.166228,-123.136740,ZN 2, ,0,
11470,56450,SB NO. 3 RD FS WESTMINSTER HWY,NO 3 RD @ WESTMINSTER HWY,49.169899,-123.136729,ZN 2, ,0,
6630,59771,SB NO. 3 RD FS LANSDOWNE RD,NO 3 RD @ LANSDOWNE RD,49.172832,-123.136837,ZN 2, ,0,
11520,56921,WB WESTMINSTER HWY FS MCLEAN AV,WESTMINSTER HWY @ MCLEAN AVE,49.173757,-122.970630,ZN 2, ,0,
11613,61558,WB WESTMINSTER HWY FS HWY 91 OFFRAMP,WESTMINSTER HWY @ HWY 91 OFFRAMP,49.168595,-122.976833,ZN 2, ,0,
11633,61575,WB WESTMINSTER HWY FS GILLEY RD,WESTMINSTER HWY @ GILLEY RD,49.176792,-122.968836,ZN 2, ,0,
6868,56803,NB 4 AV FS CHATHAM ST,4 AVE @ CHATHAM ST,49.126723,-123.187059,ZN 2, ,0,
6869,56804,NB 4 AV FS RICHMOND ST,4 AVE @ RICHMOND ST,49.128636,-123.187034,ZN 2, ,0,
6870,56805,NB 4 AV FS PLEASANT ST,4 AVE @ PLEASANT ST,49.131405,-123.187028,ZN 2, ,0,
6800,56735,EB STEVESTON HWY FS 4 AV,STEVESTON HWY @ 4 AVE,49.133693,-123.186762,ZN 2, ,0,
6801,56736,EB STEVESTON HWY FS 2 AV,STEVESTON HWY @ 2 AVE,49.133685,-123.183813,ZN 2, ,0,
6802,56737,EB STEVESTON HWY NS NO. 1 RD,STEVESTON HWY @ NO 1 RD,49.133692,-123.181568,ZN 2, ,0,
6962,56897,SB NO. 6 RD FS MAYCREST WAY,NO 6 RD @ MAYCREST WAY,49.179281,-123.069304,ZN 2, ,0,
6966,56901,SB GRAYBAR RD FS WESTMINSTER HWY,GRAYBAR RD @ WESTMINSTER HWY,49.169093,-122.989846,ZN 2, ,0,
6967,56902,EB GORDON WAY AT 21300 BLOCK,GORDON WAY @ 21300 BLOCK,49.167317,-122.989023,ZN 2, ,0,
6968,56903,NB FRASERWOOD PL FS GORDON WAY,FRASERWOOD PL @ GORDON WAY,49.167904,-122.983547,ZN 2, ,0,
6969,56904,EB WESTMINSTER HWY FS HWY 91,WESTMINSTER HWY @ HIGHWAY 91,49.170979,-122.972071,ZN 2, ,0,
6970,56905,EB WESTMINSTER HWY FS MCLEAN AV,WESTMINSTER HWY @ MCLEAN AVE,49.174163,-122.970109,ZN 2, ,0,
6971,56906,EB WESTMINSTER HWY FS GILLEY RD,WESTMINSTER HWY @ GILLEY RD,49.177264,-122.968282,ZN 2, ,0,
6975,56910,EB WESTMINSTER HWY FS WILLETT AV,WESTMINSTER HWY @ WILLETT AVE,49.179928,-122.966724,ZN 2, ,0,
6976,56911,EB EWEN AV FS PHILIPS ST,EWEN AVE @ PHILLIPS ST,49.182193,-122.956327,ZN 2, ,0,
6977,56912,EB EWEN AV FS DAWE ST,EWEN AVE @ DAWE ST,49.182990,-122.954420,ZN 2, ,0,
6978,56913,EB EWEN AV FS GIFFORD ST,EWEN AVE @ GIFFORD ST,49.184280,-122.951332,ZN 2, ,0,
2396,52372,NB HOWES ST FS EWEN AV,HOWES ST @ EWEN AVE,49.186679,-122.946975,ZN 2, ,0,
10929,58322,22ND STREET STN UNLOADING ONLY,22nd STREET STN @ UNLOADING ONLY,49.199856,-122.949710,ZN 2, ,0,
11243,61334,BRIGHOUSE STN BAY 3,BRIGHOUSE STN @ BAY 3,49.168669,-123.136345,ZN 2, ,0,
6797,56732,NB 7 AV FS CHATHAM ST,7 AVE @ CHATHAM ST,49.126734,-123.191712,ZN 2, ,0,
6798,56733,NB 7 AV FS RICHMOND ST,7 AVE @ RICHMOND ST,49.128647,-123.191686,ZN 2, ,0,
6799,56734,NB 7 AV NS REGENT ST,7 AVE @ REGENT ST,49.131853,-123.191684,ZN 2, ,0,
6813,56748,NB SPRINGMONT GATE FS STEVESTON HWY,SPRINGMONT GATE @ STEVESTON HWY,49.134058,-123.191674,ZN 2, ,0,
6814,56749,NB SPRINGMONT DR FS SPRINGMONT GATE,SPRINGMONT DR @ SPRINGMONT GATE,49.135953,-123.191676,ZN 2, ,0,
6815,56750,NB SPRINGMONT DR FS SPRINGSIDE PL,SPRINGMONT DR @ SPRINGSIDE PL,49.137325,-123.192694,ZN 2, ,0,
6816,58100,NB SPRINGMONT DR FS SPRINGHILL CRES,SPRINGMONT DR @ SPRINGHILL CRES,49.139451,-123.191622,ZN 2, ,0,
6817,56752,EB WILLIAMS RD FS SPRINGMONT DR,WILLIAMS RD @ SPRINGMONT DR,49.140928,-123.191349,ZN 2, ,0,
6818,56753,EB WILLIAMS RD FS 4 AV,WILLIAMS RD @ 4 AVE,49.140936,-123.186561,ZN 2, ,0,
6819,56754,EB WILLIAMS RD FS 2 AV,WILLIAMS RD @ 2 AVE,49.140945,-123.183855,ZN 2, ,0,
6820,56755,EB WILLIAMS RD FS NO. 1 RD,WILLIAMS RD @ NO 1 RD,49.140955,-123.180960,ZN 2, ,0,
6821,56756,EB WILLIAMS RD FS FORTUNE AV,WILLIAMS RD @ FORTUNE AVE,49.140954,-123.175942,ZN 2, ,0,
6822,56757,EB WILLIAMS RD FS FRESHWATER DR,WILLIAMS RD @ FRESHWATER DR,49.140942,-123.171640,ZN 2, ,0,
6823,56758,NB RAILWAY AV FS WILLIAMS RD,RAILWAY AVE @ WILLIAMS RD,49.141313,-123.169682,ZN 2, ,0,
6824,56759,NB RAILWAY AV FS WOODWARDS RD,RAILWAY AVE @ WOODWARDS RD,49.144201,-123.169676,ZN 2, ,0,
6825,56760,NB RAILWAY AV FS MAPLE RD,RAILWAY AVE @ MAPLE RD,49.147089,-123.169671,ZN 2, ,0,
6826,56761,NB RAILWAY AV FS FRANCIS RD,RAILWAY AVE @ FRANCIS RD,49.148683,-123.169669,ZN 2, ,0,
6827,56762,NB RAILWAY AV AT 8600 BLOCK,RAILWAY AVE @ 8600 BLOCK,49.150368,-123.169682,ZN 2, ,0,
6828,56763,NB RAILWAY AV FS COLBECK RD,RAILWAY AVE @ COLBECK RD,49.152755,-123.169686,ZN 2, ,0,
6829,56764,NB RAILWAY AV FS BLUNDELL RD,RAILWAY AVE @ BLUNDELL RD,49.155898,-123.169696,ZN 2, ,0,
6830,56765,NB RAILWAY AV FS LANCING RD,RAILWAY AVE @ LANCING RD,49.157347,-123.169693,ZN 2, ,0,
6831,56766,NB RAILWAY AV FS LINFIELD GATE,RAILWAY AVE @ LINFIELD GATE,49.160554,-123.169703,ZN 2, ,0,
6832,56767,EB GRANVILLE AV FS RAILWAY AV,GRANVILLE AVE @ RAILWAY AVE,49.162379,-123.168905,ZN 2, ,0,
6833,56768,EB GRANVILLE AV FS LYNAS LANE,GRANVILLE AVE @ LYNAS LANE,49.162603,-123.164563,ZN 2, ,0,
6834,56769,EB GRANVILLE AV FS LEDWAY RD,GRANVILLE AVE @ LEDWAY RD,49.162604,-123.161532,ZN 2, ,0,
6835,56770,EB GRANVILLE AV FS NO. 2 RD,GRANVILLE AVE @ NO 2 RD,49.162605,-123.158460,ZN 2, ,0,
6836,56771,EB GRANVILLE AV FS AZURE GATE,GRANVILLE AVE @ AZURE GATE,49.162604,-123.153088,ZN 2, ,0,
6837,56772,EB GRANVILLE AV FS LIVINGSTONE GATE,GRANVILLE AVE @ LIVINGSTONE GATE,49.162604,-123.150328,ZN 2, ,0,
6838,56773,EB GRANVILLE AV FS GILBERT RD,GRANVILLE AVE @ GILBERT RD,49.162596,-123.147364,ZN 2, ,0,
6839,56774,EB GRANVILLE AV FS MOFFATT RD,GRANVILLE AVE @ MOFFATT RD,49.162591,-123.143224,ZN 2, ,0,
6840,56775,EB GRANVILLE AV FS MINORU BLVD,GRANVILLE AVE @ MINORU BLVD,49.162593,-123.139827,ZN 2, ,0,
8324,58069,NB NO. 3 RD NS PARK RD,NO 3 RD @ PARK RD,49.164269,-123.136366,ZN 2, ,0,
8369,58131,SB NO. 6 RD FS COMMERCE PKY,NO 6 RD @ COMMERCE PKY,49.175910,-123.069338,ZN 2, ,0,
8370,58200,SB NO. 6 RD FS INTERNATIONAL PL,NO 6 RD @ INTERNATIONAL PL,49.173258,-123.069322,ZN 2, ,0,
8371,58316,SB NO. 6 RD NS WIRELESS WAY,NO 6 RD @ WIRELESS WAY,49.172029,-123.069280,ZN 2, ,0,
6796,56731,WB CHATHAM ST FS 5 AV,CHATHAM ST @ 5 AVE,49.126506,-123.189208,ZN 2, ,0,
9007,58615,EB WESTMINSTER HWY NS NELSON RD,WESTMINSTER HWY @ NELSON RD,49.169791,-123.016155,ZN 2, ,0,
10144,59534,EB WESTMINSTER HWY FS HWY 91 OFFRAMP,WESTMINSTER HWY @ HIGHWAY 91 OFFRAMP,49.168004,-122.975005,ZN 2, ,0,
8604,58198,NB NO. 3 RD NS CAMBIE RD,NO 3 RD @ CAMBIE RD,49.183904,-123.136384,ZN 2, ,0,
11381,56551,NB NO. 3 RD FS LESLIE RD,NO 3 RD @ LESLIE RD,49.180022,-123.136449,ZN 2, ,0,
11388,58196,NB NO. 3 RD FS LANSDOWNE RD,NO. 3 RD @ LANSDOWNE RD,49.174190,-123.136558,ZN 2, ,0,
11387,56453,NB NO. 3 RD FS ACKROYD RD,NO 3 RD @ ACKROYD RD,49.172305,-123.136374,ZN 2, ,0,
11409,56550,NB NO. 3 RD FS ALDERBRIDGE WAY,NO 3 RD @ ALDERBRIDGE WAY,49.177699,-123.136384,ZN 2, ,0,
11411,61443,EB CAMBIE RD NS HAZELBRIDGE WAY,CAMBIE RD @ HAZELBRIDGE WAY,49.184603,-123.132719,ZN 2, ,0,
10855,56029,NB HWY 91A ONRAMP FS HOWES ST,HIGHWAY 91A ONRAMP @ HOWES ST,49.187932,-122.947271,ZN 2, ,0,
11840,61437,EB WESTMINSTER HWY FS KARTNER RD,WESTMINSTER HWY @ KARTNER RD,49.169936,-123.035896,ZN 2, ,0,
11927,56914,EB EWEN AV NS JARDINE ST,EWEN AVE @ JARDINE ST,49.185100,-122.949329,ZN 2, ,0,
6615,56554,EB CAMBIE RD FS BROWN RD,CAMBIE RD @ BROWN RD,49.184608,-123.130492,ZN 2, ,0,
6948,56883,EB CAMBIE RD FS ODLIN CRES,CAMBIE RD @ ODLIN CRES,49.184592,-123.126580,ZN 2, ,0,
6949,56884,EB CAMBIE RD FS GARDEN CITY RD,CAMBIE RD @ GARDEN CITY RD,49.184582,-123.124035,ZN 2, ,0,
6950,56885,EB CAMBIE RD AT STOLBERG ST,CAMBIE RD @ STOLBERG ST,49.184577,-123.119744,ZN 2, ,0,
6951,56886,EB CAMBIE RD FS NO. 4 RD,CAMBIE RD @ NO 4 RD,49.184559,-123.113572,ZN 2, ,0,
6952,56887,EB CAMBIE RD AT 10200 BLOCK,CAMBIE RD @ 10200 BLOCK,49.184534,-123.109605,ZN 2, ,0,
6953,56888,EB CAMBIE RD FS SAINT EDWARDS DR,CAMBIE RD @ SAINT EDWARDS DR,49.184486,-123.104218,ZN 2, ,0,
6954,56889,EB CAMBIE RD AT VANGUARD RD,CAMBIE RD @ VANGUARD RD,49.184496,-123.100847,ZN 2, ,0,
6955,56890,EB CAMBIE RD FS BARGEN DR,CAMBIE RD @ BARGEN DR,49.184507,-123.096935,ZN 2, ,0,
6956,56891,EB CAMBIE RD FS NO. 5 RD,CAMBIE RD @ NO 5 RD,49.184487,-123.091114,ZN 2, ,0,
6957,56892,EB CAMBIE RD AT 12400 BLOCK,CAMBIE RD @ 12400 BLOCK,49.184484,-123.085957,ZN 2, ,0,
6958,56893,EB CAMBIE RD FS JACOMBS RD,CAMBIE RD @ JACOMBS RD,49.184464,-123.079879,ZN 2, ,0,
6959,56894,EB CAMBIE RD FS VIKING WAY,CAMBIE RD @ VIKING WAY,49.184547,-123.072854,ZN 2, ,0,
6960,56895,SB NO. 6 RD FS CAMBIE RD,NO 6 RD @ CAMBIE RD,49.184420,-123.069253,ZN 2, ,0,
6961,56896,SB NO. 6 RD FS MAYFIELD PL,NO 6 RD @ MAYFIELD PL,49.181377,-123.069289,ZN 2, ,0,
3711,53672,EB LOUGHEED HWY FS SCHOOLHOUSE ST,LOUGHEED HWY @ SCHOOLHOUSE ST,49.232244,-122.851589,ZN 3, ,0,
3476,53438,NB LOUGHEED HWY FS COMO LAKE AV,LOUGHEED HWY @ COMO LAKE AVE,49.263839,-122.798109,ZN 3, ,0,
3068,53036,WB DEWDNEY TRUNK RD FS LOUGHEED HWY,DEWDNEY TRUNK RD @ LOUGHEED HWY,49.269819,-122.800011,ZN 3, ,0,
3069,53037,WB DEWDNEY TRUNK RD FS NORMAN AV,DEWDNEY TRUNK RD @ NORMAN AVE,49.271255,-122.801808,ZN 3, ,0,
3927,53887,COQUITLAM CENTRAL STN BAY 11,COQUITLAM CENTRAL STN @ BAY 11,49.275642,-122.798595,ZN 3, ,0,
8552,58082,BRAID STN BAY 2,BRAID STATION @ BAY 2,49.233030,-122.883080,ZN 3, ,0,
3552,53514,EB BRUNETTE AV FS BERNATCHEY ST,BRUNETTE AVE @ BERNATCHEY ST,49.235560,-122.875056,ZN 3, ,0,
10440,53515,EB BRUNETTE AV NS BLUE MOUNTAIN ST,BRUNETTE AVE @ BLUE MOUNTAIN ST,49.236124,-122.873271,ZN 3, ,0,
11567,53671,EB LOUGHEED HWY FS KING EDWARD ST,LOUGHEED HWY @ KING EDWARD ST,49.234060,-122.860509,ZN 3, ,0,
11685,61613,EB LOUGHEED HWY AT 1000 BLOCK,LOUGHEED HWY @ 1000 BLOCK,49.234856,-122.864252,ZN 3, ,0,
8626,58108,EB LOUGHEED HWY FS WOOLRIDGE ST,LOUGHEED HWY @ WOOLRIDGE,49.235583,-122.867597,ZN 3, ,0,
6947,56882,WB PARK RD FS BUSWELL ST,PARK RD @ BUSWELL ST,49.164799,-123.135651,ZN 2, ,0,
2394,52370,EB GILLEY RD FS WESTMINSTER HWY,GILLEY RD @ WESTMINSTER HWY,49.176946,-122.968132,ZN 2, ,0,
4961,54909,EB 96 AV FS SCOTT RD,96 AVE @ SCOTT RD,49.177050,-122.889699,ZN 3, ,0,
5030,54978,EB 96 AV FS 122 ST,96 AVE @ 122 ST,49.177076,-122.884177,ZN 3, ,0,
5031,54979,EB 96 AV NS 124 ST,96 AVE @ 124 ST,49.177056,-122.878858,ZN 3, ,0,
5032,54980,EB 96 AV NS 125 ST,96 AVE @ 125 ST,49.177068,-122.876652,ZN 3, ,0,
5033,54981,EB 96 AV FS 126 ST,96 AVE @ 126 ST,49.177072,-122.873146,ZN 3, ,0,
5034,54982,EB 96 AV FS 128 ST,96 AVE @ 128 ST,49.177079,-122.867651,ZN 3, ,0,
5035,61516,EB 96 AV FS PRINCE CHARLES BLVD,96 AVE @ PRINCE CHARLES BLVD,49.177046,-122.863672,ZN 3, ,0,
5036,54984,EB 96 AV FS 130A ST,96 AVE @ 130A ST,49.177042,-122.861046,ZN 3, ,0,
5037,54985,EB 96 AV FS 132 ST,96 AVE @ 132 ST,49.177047,-122.856431,ZN 3, ,0,
5038,54986,EB 96 AV FS 134 ST,96 AVE @ 134 ST,49.177026,-122.850909,ZN 3, ,0,
11882,61787,SURREY CENTRAL STN BAY 14,SURREY CENTRAL STN @ BAY 14,49.189133,-122.847582,ZN 3, ,0,
2092,52075,BRIGHOUSE STN BAY 5A,BRIGHOUSE STN @ BAY 5A,49.166588,-123.135444,ZN 2, ,0,
6972,56907,NB SMITH CRES FS GILLEY RD,SMITH CRES @ GILLEY RD,49.177261,-122.965413,ZN 2, ,0,
6973,56908,NB SMITH CRES FS GATES AV,SMITH CRES @ GATES AVE,49.179076,-122.964365,ZN 2, ,0,
6974,56909,NB SMITH CRES NS WESTMINSTER HWY,SMITH CRES @ WESTMINSTER HWY,49.181555,-122.964051,ZN 2, ,0,
4242,54196,LONSDALE QUAY BAY 3,LONSDALE QUAY @ BAY 3,49.310752,-123.082751,ZN 2, ,0,
4186,54142,NB LONSDALE AV FS E 2 ST,LONSDALE AVE @ E 2ND ST,49.313011,-123.077304,ZN 2, ,0,
4187,54143,NB LONSDALE AV FS E 4 ST,LONSDALE AVE @ E 4TH ST,49.314475,-123.075821,ZN 2, ,0,
4188,54144,NB LONSDALE AV AT E KEITH RD,LONSDALE AVE @ E KEITH RD,49.316942,-123.073316,ZN 2, ,0,
4189,54145,NB LONSDALE AV NS E 8 ST,LONSDALE AVE @ E 8TH ST,49.317657,-123.072585,ZN 2, ,0,
4190,54146,NB LONSDALE AV FS E 13 ST,LONSDALE AVE @ E 13TH ST,49.320351,-123.072239,ZN 2, ,0,
4243,54197,NB LONSDALE AV FS E 15 ST,LONSDALE AVE @ E 15TH ST,49.322458,-123.072182,ZN 2, ,0,
4244,54198,NB LONSDALE AV FS E 17 ST,LONSDALE AVE @ E 17TH ST,49.324592,-123.072122,ZN 2, ,0,
4246,54200,NB LONSDALE AV FS E 21 ST,LONSDALE AVE @ E 21ST ST,49.328620,-123.072030,ZN 2, ,0,
4297,54250,SB LONSDALE AV FS W 23 ST,LONSDALE AVE @ W 23RD ST,49.329781,-123.072264,ZN 2, ,0,
4247,54201,NB LONSDALE AV NS E 23 ST,LONSDALE AVE @ E 23RD ST,49.330025,-123.071991,ZN 2, ,0,
10621,58625,NB LONSDALE AV FS E 19 ST,LONSDALE AVE @ E 19TH ST,49.326626,-123.072103,ZN 2, ,0,
6455,56394,SCOTTSDALE EXCH BAY 1,SCOTTSDALE EXCHANGE @ BAY 1,49.137370,-122.888610,ZN 3, ,0,
5218,55166,EB HWY 10 FS HWY 17A,HWY 10 @ HWY 17A,49.090030,-123.056451,ZN 3, ,0,
5219,55167,EB HWY 10 FS 62 ST,HWY 10 @ 62 ST,49.090072,-123.050734,ZN 3, ,0,
5220,55168,EB HWY 10 FS 64 ST,HWY 10 @ 64 ST,49.090102,-123.045841,ZN 3, ,0,
5221,55169,EB HWY 10 FS 66 ST,HWY 10 @ 66 ST,49.090071,-123.040002,ZN 3, ,0,
5222,55170,EB HWY 10 FS ANDERSON PL,HWY 10 @ ANDERSON PL,49.090052,-123.036636,ZN 3, ,0,
5227,55175,EB HWY 10 FS 80 ST,HWY 10 @ 80 ST,49.089897,-123.001304,ZN 3, ,0,
5228,55176,EB HWY 10 FS 88 ST,HWY 10 @ 88 ST,49.089863,-122.979069,ZN 3, ,0,
9961,54878,EB HWY 10 FS 96 ST,HWY 10 @ 96 ST,49.091562,-122.956738,ZN 3, ,0,
9962,54879,EB HWY 10 FS 104 ST,HWY 10 @ 104 ST,49.095775,-122.934589,ZN 3, ,0,
9963,54880,EB HWY 10 FS 112 ST,HWY 10 @ 112 ST,49.098190,-122.912220,ZN 3, ,0,
4929,54877,MATTHEWS EXCHANGE EASTBOUND,HWY 10 @ MATTHEWS EXCHANGE,49.089359,-122.962158,ZN 3, ,0,
